user_pseudo_id,day_0
8C648AA8E1BED4F1A904777CD622F4FF,2018-07-15
7CD0708B481263C11B97FE80DE5E4517,2018-07-15
BBFA8DA6236F303072FE1AF8543E2ABC,2018-07-15
4C1D5B46FCB311D0DA33E2F82BBE541E,2018-07-15
3A4F5028A0CA512C0E2CCA1F36CE160D,2018-07-15
6B6FF11DBC9C7BBDB88F3E245ED72447,2018-09-07
8F773E0EB0BB6A4C55F42382025236C6,2018-09-07
3E8245CE87EEDBDF995B682A717AE2FC,2018-09-07
BFD4EBE156525A32FE1824222EB5FDB3,2018-09-07
10CD441F79B53D8F7E281C38ACBEE2C3,2018-09-07
F42D1E33344A24A3F6868327BE121E5D,2018-09-07
850AE6C4C7021A068E3B954CE2DFC598,2018-09-07
BB682AF32920E290D1E3EB94C6DD594F,2018-08-09
4479F0349D25059D2499C147B5100D12,2018-08-09
D8B3F57DF8D9D42B6F5252550501428A,2018-08-09
1608F85B710EC4AE0024BB8A1C339071,2018-08-09
0A4392C9AF54229E5C3348DF9370AF00,2018-06-17
6281B5ECD3AE4FEDA451D682B2EE0310,2018-07-29
490F592DDAB95F2590917ACA94B377C6,2018-07-29
61879BEF3B028659993A9A1F399BFF77,2018-09-21
52E08E4A2847DA44180FB6E41E91503D,2018-09-21
F5E70A3073EA182872DD0BE8D8AB1786,2018-09-21
F37E38D7873B155B9E405726147358B2,2018-09-21
4EE0015622A90E4D434B33508394FC2E,2018-09-21
B0B8369C7B317332A28A914D018BD475,2018-09-21
E3360E2CBBB66D61E3E96C40D4046AAA,2018-09-19
27836A8CE8E00FBF2BAC953C139A1C7F,2018-06-21
906CE0DA38E7D9DE597CA459CC907950,2018-06-21
C1CEDED158CFAA4CDF87DCEB7D874FBD,2018-06-21
E2C8A7A954DF55D2B02CF3DC543DA1A9,2018-09-20
5F86C514B339814A604D3ED457388B47,2018-09-20
94AAC3126541777AC4894F1A54065EF5,2018-07-05
52556201335DD5EB3D333F4065503C3C,2018-07-05
5DC44337898394788ABAC35E9CCB91BF,2018-07-05
DEF2530E2AF38393F24B8BFBCE9F6A03,2018-07-05
EDEE5D36FFDB5499FA818B8935A5F534,2018-07-19
C74FB6CB3E35ED81E2ADF1170D3FC66A,2018-07-07
D33CA70DD804898B4CF53FC33AF912AB,2018-07-07
C539042D4E59DD6EBD49150DD910259D,2018-07-03
781405154C3F34047F665481F52ABA06,2018-07-03
634B3813E8B995FDF71F82F63C74775E,2018-07-03
8F255AA85CDE60CB76AE32BDE0BD42AB,2018-07-03
8CA5E86DB1F435C7D722BE8E78F2786D,2018-08-28
A664533971FA7D8E1C7D28ADE781D4B7,2018-08-28
18688C841952131D9A6A01B81C8F65F3,2018-08-28
225638B28A80341EEB04F1DFC144F30E,2018-07-09
CD4062B84D436C16F887EF6E54D6913C,2018-07-09
EE40F7B93067E055C0489417DA819C5E,2018-08-26
8A838848576123B1694405FC13784D65,2018-09-29
7F66A1BC5980819BC227A173BF506D68,2018-09-29
1F07F8213A2C7AF98A2113494C747AA8,2018-09-29
445DCC09B2F9804ED5888313ED5E227F,2018-09-29
0327DBE89EBE6C41E1D85E7EA1C29062,2018-09-29
030FBC4222194D9E479EABF238E5F826,2018-09-29
BF228451A5AA3B510CAAAAEF62613063,2018-08-23
D52AC9F2B6477D1CDBE5E32F96497937,2018-08-23
